,Unnamed: 0,question,personal
4886,2610.0,Who is the founder of the United Nations ,0
4749,2932.0,What is your favorite season ,1
6077,3028.0,If you could instantly learn any skill what would it be,1
6337,29088.0,What’s one thing you do when you feel disconnected from others,1
261,614.0,Which process involves the conversion of a solid directly into a gas without passing through the liquid state ,0
6804,75756.0,How do you stay focused on your personal goals despite external pressure,1
6084,3735.0,What’s one thing you’d never want to give up,1
6865,81817.0,How do you set boundaries in your personal relationships,1
4202,1410.0,In which city is the Eiffel Tower located ,0
3498,3720.0,Do you like to watch the sunrise or sunset ,1
3029,964.0,What is the main color of the Smurfs ,0
2367,3516.0,Where can I find a swimming pool ,0
6648,60100.0,How do you prioritize self-care amidst your busy schedule,1
4315,102.0,How likely are you to fall for a good-looking stranger ,1
6582,53534.0,How do you handle stress during times of heavy responsibility,1
6109,6260.0,What’s one thing you wish you had more time for,1
1691,3070.0,What is the best way to get to the park ,0
628,2457.0, What is the deepest underwater cave,0
1454,2406.0, What is the highest mountain in Africa,0
4085,3132.0,How long is the bus ride ,0
4030,1690.0, What is the longest highway in North America,0
2233,634.0,Did you ever play dirty  What was it about ,1
152,1155.0,What is the chemical symbol for calcium ,0
3687,2459.0,What is the name of the first manned mission to the moon ,0
3647,3142.0,How do I get to the shopping center ,0
927,131.0,Are you a sensitive person  How much on a scale of 1-10 ,1
1287,1760.0,What’s your favorite way to relax after a busy week ,1
5083,2562.0,"Who wrote ""1984""",0
1390,1332.0, How do you deal with procrastination,1
556,3631.0,Do you like to bake ,1
371,3255.0,Where can I buy a train ticket ,0
1291,1485.0,What’s your proudest non-academic achievement ,1
917,3576.0,Have you ever traveled abroad ,1
1603,1682.0, What is the largest man-made lake in the world,0
6493,44644.0,How do you manage moments when you feel overwhelmed by your goals,1
5887,1567.0,What is the most famous landmark in Italy,0
2687,22.0,If you could invent a new dish would it be sweet or spicy ,1
1111,3234.0,What is the distance to the nearest university ,0
6902,85554.0,What’s one habit that helps you stay motivated in tough times,1
1113,2280.0,What is the term for a group of tigers ,0
1591,101.0,What is the main component of the Earth’s inner core ,0
2490,1932.0, What is the most powerful telescope in space,0
3158,1826.0,What’s the most memorable trip you’ve taken ,1
5322,1397.0,How do you handle conflicts in a team,1
6983,93635.0,How do you find peace when dealing with chaos in your life,1
820,2052.0,What’s your favorite thing about the holiday season ,1
117,2065.0, What is the largest city in Africa,0
2404,297.0,What’s another name for a footrest ,0
277,2878.0,Who is the most popular person you know ,1
2269,1829.0,What is the name of the most abundant gas in Earth’s atmosphere ,0
1307,1354.0, How do you deal with uncertainty,1
3420,373.0,What motivates you every day to do your job ,1
4475,555.0,"Who is one famous person, living or dead, that a lot of people admire but you don’t ",1
1709,166.0,"If money was no object, what would you do all day ",1
6862,81514.0,What’s one thing you do to ensure you’re growing emotionally,1
6309,26260.0,What’s a habit you’ve developed that you’re most proud of,1
6149,10200.0,What’s something that inspires you to be a better person,1
1334,2212.0,What is the process by which plants release oxygen ,0
717,2712.0, What is the oldest country in the world,0
1675,3409.0,How do I sign up for a fitness class in the area ,0
1914,2545.0,What is the most commonly used currency in the world ,0
1643,1334.0,"In the movie “The Shawshank Redemption,” what is the name of the main character played by Tim Robbins ",0
5335,2655.0,How do you improve your writing skills,1
2244,3198.0,What time does the train leave ,0
53,18.0,Which gas is most abundant in the Earth’s atmosphere ,0
2607,446.0,What are the surnames of the father-son duos who both served as US presidents ,0
6945,89897.0,How do you ensure you’re continually learning and growing,1
2242,863.0,Who is often credited with creating the world’s first car ,0
2214,2617.0,"Who wrote ""The Odyssey"" ",0
6657,61009.0,What’s one thing you do to improve your self-awareness,1
654,1981.0,What is the name of the smallest planet in the solar system ,0
1383,2588.0,Who was the first president of South Africa after apartheid ,0
951,349.0,"What is the legal term for the intentional false communication that harms a person’s reputation, often spoken or written ",0
1009,789.0,"Do you like long drives  If yes, should we plan one ",1
5946,1587.0,What is the most famous actor of the 21st century,0
5522,1451.0,What is the largest city in Asia,0
5110,3221.0,What is the best way to stay in shape,1
450,1114.0,Do you like field games  What is your favorite one anyway ,1
5839,1968.0,What is the largest ocean in the world by surface area,0
5127,2816.0,Who was the first president of the United States,0
6511,46462.0,How do you handle moments when you feel disconnected from your purpose,1
4111,104.0,Which process involves the formation of new individuals from the body cells of a single parent without the involvement of gametes ,0
3179,698.0,"In chess, the queen has the combined movement of which two pieces ",0
4678,115.0,Are you better at using your body or your mind ,1
5504,1504.0,What is the most famous pyramid in Egypt,0
1093,852.0,What is the main function of the kidneys in the human body ,0
4598,3515.0,How do I get to the nearest ferry terminal ,0
6946,89998.0,What’s one way you stay motivated when things don’t go as planned,1
6160,11311.0,What’s one lesson you’ve learned from your friendships,1
4392,1284.0,What is the name of the Italian dessert made with coffee-soaked ladyfingers and mascarpone cheese ,0
351,1888.0,What’s your favorite way to explore your city ,1
733,1970.0,What’s the most exciting adventure you’ve had ,1
5328,1507.0,What is the longest-running television show in history,0
3235,2634.0,"Who is the author of ""The Shining"" ",0
6377,33028.0,What’s one thing you’ve done to take charge of your future,1
1734,2056.0, What is the oldest lighthouse still in operation,0
1290,776.0,What type of fish is known for cleaning algae in aquariums ,0
643,473.0,"Which company owns Bugatti, Lamborghini. Audi, Porsche, and Ducati ",0
5197,2295.0,What is the deepest part of the ocean,0
5151,1632.0,What is the longest bridge in the world,0
4155,129.0,Is there something you dream about very often ,1
2633,2714.0,Who is the most creative person you know ,1
6984,93736.0,What’s one thing you do to ensure your personal growth is aligned with your values,1
1667,2544.0, What is the largest coral reef in the world,0
1471,1214.0,Do you have a healthy relationship with your extended family ,1
2605,1468.0, What’s the largest island in the world,0
149,1614.0,What’s a personal goal you’re working toward ,1
3692,1780.0,What’s the most challenging project you’ve worked on ,1
6258,21109.0,How do you make time for your passions,1
2741,2396.0, What is the largest glacier in the world,0
3761,1589.0,What is the first element on the periodic table ,0
6005,1437.0,What is the best way to set and achieve goals,1
6876,82928.0,What’s one thing you do to break free from negative cycles,1
437,46.0,"In ""To Kill a Mockingbird,"" what is the name of Atticus Finch's daughter ",0
5700,1720.0,What is the largest continent by area,0
5934,1639.0,What is the best way to overcome self-limiting beliefs,1
1477,1037.0, How do you create a productive morning routine,1
377,1281.0,In what galaxy is our solar system located ,0
762,647.0,What is the most reactive metal in the periodic table ,0
6887,84039.0,How do you build emotional resilience,1
5416,1539.0,What is the longest-running television show,0
4470,2359.0,What’s your favorite activity to do with family ,1
1322,3726.0,Have you ever been caught in a thunderstorm ,1
5684,2204.0,What is the best way to stay focused on your career,1
3518,3148.0,How can I check my account balance ,0
1056,589.0,Which gas is used for inflating balloons and makes your voice sound squeaky when inhaled ,0
2215,2542.0,What’s your favorite way to set personal goals ,1
443,402.0,In what year was Broadway established ,0
6737,69089.0,What’s one thing you do to improve your self-awareness,1
202,1830.0, What is the most expensive car in the world,0
1711,1042.0,What is the one thing you wish you could do more often ,1
5736,2093.0,What is the largest city in North America,0
6122,7573.0,What’s the most valuable thing you own,1
4033,971.0,Who created the hierarchy of needs ,0
2631,2036.0, What is the largest star in the Milky Way,0
4648,3155.0,How do I contact tech support ,0
5167,2745.0,What is the oldest university in the world,0
6501,45452.0,How do you overcome moments of self-doubt,1
1788,2992.0,Do fish need water to live ,0
5575,1968.0,What is the most famous palace in the world,0
4152,1459.0,Who discovered gravity ,0
3848,1163.0,What platform is the most often used for video game live streaming ,0
60,3335.0,What time does the fitness center close ,0
1468,3292.0,How do I register for a local event ,0
337,2005.0, What is the oldest tree in the world,0
4560,2442.0, What is the most famous ancient ruin in the world,0
2199,488.0,What is the one thing that you like about your current job  And one thing that you dislike ,1
343,2273.0,What’s the best way to achieve work-life harmony ,1
2599,175.0,How many books are in the Catholic Bible ,0
